606.995438	646.934986	587.926712	746.322895	792.854584	829.791367	858.629547	937.517792	835.95044	790.436837	985.542267	917.75325	781.290093	1067.707855	837.835419	1007.948548	884.135605	836.958359	992.31128	974.8013	1010.226044	981.48761	717.823372	1068.932678	917.108902	830.962174	962.121094	699.946309	838.963669	1200.406494	554.332001	884.045426	778.332588	565.601586	665.293038	861.397049	641.713059	704.43832	556.649246	857.587448	675.744182	818.763123	693.703475	705.711867	664.377024	689.789374	759.881958	605.435425	687.20956	676.01473	597.687218	731.482895	715.69384	725.039509	778.207009	653.124859	727.659432	722.050768	720.709347	545.9758
780.593041	847.784897	844.146408	846.699646	836.507752	741.644039	1020.999939	909.442383	847.972733	491.718292	614.058106	949.64505	736.475422	1047.961396	995.46994	970.245362	1019.836273	705.038986	859.282486	778.002846	653.707531	773.750122	804.313301	794.081192	673.550537	784.288048	977.82724	761.108673	917.141861	834.739655	766.57647	862.345566	787.567711	771.946984	680.113613	643.549378	691.286295	594.919686	761.810845	626.57946	733.097634	616.15461	662.316548	791.355156	701.705234	579.552651	706.809145	741.659939	625.279587	764.082375	759.559487	668.187048	835.780762	806.991677	626.323319	865.368897	753.533848	608.718697	598.101548	670.044079
802.003456	709.449707	534.992096	763.251602	637.329167	793.600312	765.306443	1003.866822	639.06258	800.149201	745.297085	593.862076	781.840401	638.430168	701.699461	764.08059	882.662201	786.330338	966.475251	774.094528	808.549607	738.825379	816.330445	676.932872	749.949734	717.393109	1123.542542	752.944912	859.272614	712.132818	718.67071	664.139447	574.399567	498.07692	659.846287	694.146065	662.895359	836.519364	730.786434	687.678415	656.424076	724.425831	922.935257	820.605805	545.838379	581.920517	624.538544	754.308853	546.994278	712.71633	776.357682	760.427445	558.394242	596.352188	624.799225	525.046234	747.01495	545.986115	673.907954	686.584367
738.451821	717.514839	821.837174	1035.079376	731.785374	473.583908	689.803445	826.682984	665.227791	986.176605	942.02002	714.043158	627.879795	726.890492	651.295803	620.248947	655.215569	866.298188	847.316818	968.403321	718.453263	739.981873	713.764593	822.041077	765.426026	820.724228	739.750077	742.61401	652.141781	773.533562	668.21365	624.721352	589.446808	578.150093	754.700104	626.978882	741.622441	557.716461	635.370297	903.993714	654.975975	580.407875	759.580643	892.756165	746.560028	860.405945	582.834465	681.038096	664.207653	591.761643	688.436526	662.288847	961.621979	688.544922	685.102009	742.528557	566.073777	574.092209	811.303383	614.479531
857.931397	753.780205	709.750771	745.099526	905.095291	698.450634	775.527237	720.99285	813.565506	733.475022	689.410591	797.777123	612.279686	956.335572	758.139633	506.451859	535.803269	612.425026	842.217591	821.810791	608.565445	1192.514374	606.508812	955.623291	695.82271	651.766209	716.559723	654.988247	684.400325	721.126095	735.790036	690.308673	660.957405	781.3918	715.302738	755.696007	691.505496	809.569283	623.003136	742.01429	717.948441	891.881668	614.796562	702.179403	668.352618	573.156494	699.562032	698.80097	692.657627	596.899712	557.503922	590.990357	911.196121	625.008347	533.752503	563.183411	618.23642	542.858628	806.513993	799.550942
669.958878	743.217285	558.153565	579.755364	811.546028	693.417742	615.097176	1045.857147	732.964325	776.641426	649.730633	689.695364	852.892212	935.447129	628.214108	583.514672	644.994995	365.306885	959.162659	570.3862	872.856949	959.934571	655.375393	702.546651	844.024857	706.491224	571.400917	894.810395	717.424906	613.972992	857.02826	692.023862	681.731928	713.81309	630.212014	683.5753	654.686123	785.130837	792.810143	936.288758	732.770092	798.359284	660.108038	685.893111	665.164526	634.39473	561.943512	705.727996	683.351537	685.193982	656.953194	597.453202	664.725346	679.213022	760.469231	734.975315	597.876091	838.25531	616.785935	694.975348
769.469406	586.640534	715.322315	798.757981	561.089249	734.55148	653.39167	589.893097	825.361023	793.910141	586.993164	909.617234	765.380188	766.102654	741.145661	792.32161	730.743084	628.537102	584.450844	918.691315	664.35582	674.921416	664.631254	705.955411	598.989022	708.71584	497.180069	867.043488	531.468384	591.332962	546.945954	445.011521	764.304871	798.903694	743.261078	748.311173	566.853928	781.980599	515.053757	562.261826	702.139339	626.976994	531.021958	715.166598	667.281492	695.585745	759.547463	691.108479	684.543632	591.335305	691.918399	745.917156	667.097369	593.881356	555.866257	695.029585	754.205227	782.227371	579.81456	780.523911
580.458519	560.121018	715.076056	491.215531	743.199349	835.298142	469.839508	615.312332	758.57016	635.382992	712.924509	560.083161	682.204365	756.526924	802.197869	832.894745	779.768509	544.711838	473.847245	869.971894	682.571057	801.007767	602.210816	574.699578	724.410889	444.266098	713.581709	652.30914	582.126251	682.698811	740.697125	785.199265	624.763069	653.561848	690.079004	679.312992	730.758423	607.290978	631.155995	592.680374	843.091385	543.911865	688.415387	682.88118	680.100153	759.455261	772.540276	810.352371	637.341877	910.131974	710.698891	693.46794	762.839691	800.399681	798.850426	770.329148	591.611946	750.076435	564.28624	785.573624
544.888199	596.473336	731.498719	578.572129	813.823799	561.701325	766.139916	749.391903	481.67186	582.25293	435.436173	798.237427	726.386956	408.348877	768.400841	574.035271	475.997895	708.441349	943.032715	759.045761	646.009648	788.800408	497.547653	560.413101	866.479752	703.197093	756.986931	590.758744	853.065399	649.504143	701.467203	493.655518	614.018639	722.464228	676.961136	690.871925	637.402848	646.789685	685.569341	743.396755	839.479599	640.133316	628.624066	508.705429	596.472222	769.740967	705.445832	712.540863	911.326401	620.966469	643.660912	654.455395	630.530339	658.523281	696.402252	842.93309	744.97279	712.306668	762.975334	578.945587
651.98629	572.521759	748.564804	533.150879	649.910916	725.293709	476.432236	708.27525	433.912903	653.222988	801.693733	783.021179	683.682443	608.02591	821.889054	420.280701	580.091736	892.00615	923.37024	789.443527	699.308705	558.119156	696.064818	767.4553	773.523468	582.910904	809.608063	494.915131	739.094551	668.562145	648.980133	791.699524	673.111767	866.267411	746.74997	764.209473	667.166954	504.112076	726.555317	628.816841	587.007035	438.985932	694.526183	465.857331	807.383805	857.698517	582.43068	740.54686	762.004677	728.283818	713.109648	578.023491	688.027572	653.118969	792.283043	792.395775	721.467175	569.900376	675.097451	701.635363
