0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sucrose_testIR_data-10.txt Intensity,sucrose_testIR_data-11.txt Intensity,sucrose_testIR_data-12.txt Intensity,sucrose_testIR_data-13.txt Intensity,sucrose_testIR_data-14.txt Intensity,sucrose_testIR_data-15.txt Intensity,sucrose_testIR_data-16.txt Intensity,sucrose_testIR_data-17.txt Intensity,sucrose_testIR_data-18.txt Intensity,sucrose_testIR_data-19.txt Intensity,sucrose_testIR_data-20.txt Intensity,sucrose_testIR_data-21.txt Intensity,sucrose_testIR_data-22.txt Intensity,sucrose_testIR_data-23.txt Intensity,sucrose_testIR_data-24.txt Intensity,sucrose_testIR_data-25.txt Intensity,sucrose_testIR_data-26.txt Intensity,sucrose_testIR_data-27.txt Intensity,sucrose_testIR_data-28.txt Intensity,sucrose_testIR_data-29.txt Intensity,sucrose_testIR_data-3.txt Intensity,sucrose_testIR_data-30.txt Intensity,sucrose_testIR_data-31.txt Intensity,sucrose_testIR_data-32.txt Intensity,sucrose_testIR_data-33.txt Intensity,sucrose_testIR_data-34.txt Intensity,sucrose_testIR_data-35.txt Intensity,sucrose_testIR_data-36.txt Intensity,sucrose_testIR_data-37.txt Intensity,sucrose_testIR_data-38.txt Intensity,sucrose_testIR_data-39.txt Intensity,sucrose_testIR_data-4.txt Intensity,sucrose_testIR_data-40.txt Intensity,sucrose_testIR_data-41.txt Intensity,sucrose_testIR_data-42.txt Intensity,sucrose_testIR_data-43.txt Intensity,sucrose_testIR_data-44.txt Intensity,sucrose_testIR_data-45.txt Intensity,sucrose_testIR_data-46.txt Intensity,sucrose_testIR_data-47.txt Intensity,sucrose_testIR_data-48.txt Intensity,sucrose_testIR_data-49.txt Intensity,sucrose_testIR_data-5.txt Intensity,sucrose_testIR_data-50.txt Intensity,sucrose_testIR_data-51.txt Intensity,sucrose_testIR_data-52.txt Intensity,sucrose_testIR_data-6.txt Intensity,sucrose_testIR_data-7.txt Intensity,sucrose_testIR_data-8.txt Intensity,sucrose_testIR_data-9.txt Intensity,glucose_testIR_data-10.txt Intensity,glucose_testIR_data-11.txt Intensity,glucose_testIR_data-12.txt Intensity,glucose_testIR_data-13.txt Intensity,glucose_testIR_data-14.txt Intensity,glucose_testIR_data-15.txt Intensity,glucose_testIR_data-16.txt Intensity,glucose_testIR_data-17.txt Intensity,glucose_testIR_data-18.txt Intensity,glucose_testIR_data-19.txt Intensity,glucose_testIR_data-20.txt Intensity,glucose_testIR_data-21.txt Intensity,glucose_testIR_data-22.txt Intensity,glucose_testIR_data-23.txt Intensity,glucose_testIR_data-24.txt Intensity,glucose_testIR_data-25.txt Intensity,glucose_testIR_data-26.txt Intensity,glucose_testIR_data-27.txt Intensity,glucose_testIR_data-28.txt Intensity,glucose_testIR_data-29.txt Intensity,glucose_testIR_data-3.txt Intensity,glucose_testIR_data-30.txt Intensity,glucose_testIR_data-31.txt Intensity,glucose_testIR_data-32.txt Intensity,glucose_testIR_data-33.txt Intensity,glucose_testIR_data-34.txt Intensity,glucose_testIR_data-35.txt Intensity,glucose_testIR_data-36.txt Intensity,glucose_testIR_data-37.txt Intensity,glucose_testIR_data-38.txt Intensity,glucose_testIR_data-39.txt Intensity,glucose_testIR_data-4.txt Intensity,glucose_testIR_data-40.txt Intensity,glucose_testIR_data-41.txt Intensity,glucose_testIR_data-42.txt Intensity,glucose_testIR_data-43.txt Intensity,glucose_testIR_data-44.txt Intensity,glucose_testIR_data-45.txt Intensity,glucose_testIR_data-46.txt Intensity,glucose_testIR_data-47.txt Intensity,glucose_testIR_data-48.txt Intensity,glucose_testIR_data-49.txt Intensity,glucose_testIR_data-5.txt Intensity,glucose_testIR_data-50.txt Intensity,glucose_testIR_data-51.txt Intensity,glucose_testIR_data-52.txt Intensity,glucose_testIR_data-6.txt Intensity,glucose_testIR_data-7.txt Intensity,glucose_testIR_data-8.txt Intensity,glucose_testIR_data-9.txt Intensity
999.9996652,999.9993523,999.9997204,999.9996992,999.999871,999.9997715,999.9995955,999.9997494,999.9998423,999.9995369,999.9997585,999.9994119,999.9998776,999.9995734,999.9995017,999.9995829,999.9996253,999.9993905,999.9998717,999.9997203,999.9994282,999.9997781,999.999298,999.9993062,999.9995485,999.9993485,999.9997903,999.9998594,999.9993673,999.9997121,999.9993103,999.9996965,999.9996772,999.9994848,999.9997452,999.9997453,999.9993426,999.9997614,999.9994883,999.9998687,999.9994436,999.999354,999.9997313,999.9993591,999.9995204,999.9993756,999.9995402,999.9993373,999.9993232,999.9995875,1000.0001,1000.000005,999.9996407,1000.000045,999.9999809,1000.000031,1000.000031,999.9997506,1000.000006,999.9995633,999.9999681,1000.000023,999.9999198,999.9999154,999.9995983,999.9996808,1000.000052,1000.00001,999.9998103,999.9997414,999.9997654,1000.000006,999.9997154,1000.000092,999.9995517,1000.000081,999.9997317,999.9997662,999.9997176,999.9996682,1000.000104,999.9997988,999.9996418,999.9999109,999.999651,1000.000127,999.9995818,999.9998056,1000.000132,1000.000089,999.9995601,999.9998539,999.9999388,1000.000012,999.9995522,999.9996535,1000.000039,999.9999193,999.9997927,999.9996502
999.9992151,999.9995223,999.9996408,999.9995235,999.9994478,999.9997861,999.9992369,999.9995431,999.9996861,999.9994019,999.99977,999.9996986,999.9994757,999.9995648,999.999276,999.9992249,999.9995419,999.999484,999.999457,999.9995717,999.9993758,999.9997747,999.9994551,999.9994908,999.9995219,999.9993213,999.9993453,999.9993016,999.9996164,999.9997134,999.9993304,999.9992839,999.9992481,999.9997126,999.999761,999.9992421,999.9995721,999.9992747,999.9996414,999.9992288,999.9992289,999.9992911,999.9996342,999.9996639,999.9996369,999.9997861,999.9996667,999.9993149,999.9995408,999.9995596,999.9996601,999.999853,999.9997747,999.9998921,1000.000018,1000.000033,999.9996931,999.9995366,999.9996081,999.999722,999.999552,999.9996888,999.9998142,999.9998262,999.9999052,999.9995926,999.9995389,1000.000039,999.9999863,999.9996056,1000.000086,999.9999597,999.9995125,999.9996303,999.9998357,1000.000009,1000.000045,1000.000031,999.9999054,999.9997044,999.9999715,999.9998957,999.9995834,999.9996643,999.9997804,1000.00005,999.9997774,1000.000041,999.9995829,999.9999379,999.9999192,999.99955,999.9997176,999.999879,999.9998229,999.9996036,1000.000069,999.9998694,999.9998124,999.9999966
999.9990638,999.9993452,999.9993208,999.999537,999.9993656,999.9994529,999.9992595,999.9994313,999.99938,999.9992553,999.9992719,999.9996243,999.9992763,999.9994645,999.9991655,999.9992833,999.9991448,999.9994659,999.9992258,999.9994468,999.9992495,999.9994152,999.9994668,999.9995478,999.9993314,999.9992606,999.9990783,999.9994948,999.9991392,999.9992573,999.9992604,999.9993382,999.9993331,999.9995041,999.9993838,999.9991499,999.9996374,999.9994768,999.9996189,999.9993526,999.9991087,999.9994865,999.9991639,999.9994071,999.9990817,999.9992777,999.9992855,999.9991531,999.9993995,999.9990666,999.9999495,999.999944,999.9994471,999.9995451,999.9997168,999.9996871,999.9998071,999.9995429,999.9996355,999.9997799,999.9998533,999.9995125,999.9997259,999.9994627,999.9995194,999.9996473,999.9998656,999.9999227,999.9997142,999.999544,999.9996172,999.9998876,999.9994762,999.9997915,999.9998072,999.9993829,999.9999011,999.9999539,999.9999561,999.9997625,999.9998838,999.9995731,999.9994669,999.999957,999.9994529,999.9995908,999.9994241,999.9995816,999.9994499,999.9994338,999.9996146,999.9995501,999.9997968,999.9998875,999.9998711,999.9995259,999.9994732,999.9996833,999.9996429,999.9998939
999.9989105,999.9994122,999.998904,999.9992249,999.9993614,999.9992062,999.9990889,999.9994939,999.9993309,999.9993663,999.9992912,999.9994006,999.9990825,999.9992661,999.9994075,999.9989122,999.9991044,999.9989443,999.9994113,999.9994463,999.9994965,999.9993158,999.9994039,999.9991487,999.9994238,999.9991959,999.9992801,999.9990173,999.9991512,999.9993718,999.9993714,999.9994424,999.9990508,999.9989958,999.9990691,999.9991882,999.9991674,999.9994162,999.9990569,999.9994221,999.9990838,999.9994812,999.9992764,999.9992095,999.9990325,999.999125,999.9992453,999.9991734,999.9989451,999.9993464,999.999293,999.9995676,999.9992069,999.9993042,999.9991609,999.9995378,999.9996298,999.9994147,999.9995291,999.9991564,999.999474,999.9991093,999.9991545,999.9995447,999.9991631,999.9994545,999.9992136,999.9993547,999.9995582,999.9992323,999.9991015,999.9993023,999.9995117,999.9994317,999.9991721,999.9993319,999.9995496,999.9993057,999.9992726,999.9995781,999.9995153,999.999449,999.9995991,999.9993939,999.9993793,999.9994456,999.9992499,999.9991499,999.9993278,999.9993786,999.9993053,999.9995654,999.9996414,999.9995358,999.9991885,999.9993784,999.9995119,999.9992972,999.9994215,999.9995009
999.999122,999.9990049,999.9990347,999.9987857,999.9989556,999.9988825,999.9992029,999.9987517,999.9988359,999.999044,999.9991905,999.9988887,999.9988138,999.9991715,999.9992898,999.9992261,999.9987616,999.998754,999.9988617,999.9989371,999.9988749,999.9991921,999.9991623,999.9988437,999.9987395,999.9988756,999.9989168,999.9989249,999.9991999,999.9991454,999.9993179,999.9993341,999.9987926,999.9987901,999.9990523,999.999316,999.9992816,999.9990839,999.999076,999.9991213,999.9990847,999.998904,999.9988815,999.9989979,999.9988753,999.9992275,999.9991435,999.9992401,999.9988995,999.9987873,999.9988289,999.9991647,999.9990704,999.9986665,999.9986114,999.9986356,999.9990579,999.9987239,999.99883,999.9986783,999.998689,999.9986803,999.9987627,999.9989154,999.9990977,999.9986528,999.9986301,999.999007,999.9989572,999.9989896,999.9989486,999.9986672,999.9991329,999.9990047,999.9989933,999.9986818,999.9986958,999.9989979,999.999068,999.9988987,999.9990034,999.998747,999.999126,999.9986632,999.9987297,999.9986681,999.9988201,999.9989611,999.9988622,999.9989023,999.9989446,999.9987645,999.9991417,999.9991511,999.9989531,999.9989065,999.9985777,999.9991071,999.9988474,999.9988174
999.9989576,999.9989983,999.9991218,999.9991851,999.9988867,999.999008,999.9987136,999.9986879,999.9987426,999.9987597,999.9988178,999.9987764,999.9987813,999.9987301,999.9988268,999.9990506,999.9988574,999.9989774,999.9987663,999.9991388,999.9988488,999.9989742,999.9991881,999.9989065,999.9991192,999.9987444,999.998625,999.9991297,999.9987915,999.9988934,999.9988919,999.9988103,999.9992053,999.9987834,999.9989804,999.9991935,999.9991566,999.9990266,999.9986242,999.9991603,999.9986716,999.999084,999.9988984,999.9988861,999.9991753,999.9986137,999.9990562,999.998773,999.9986842,999.9990334,999.9978875,999.9980775,999.9978153,999.9981411,999.9977853,999.9980417,999.9982795,999.9982041,999.9979426,999.9983291,999.9979562,999.997789,999.9978375,999.9977512,999.9982981,999.9977677,999.9983101,999.9983485,999.9981374,999.9979081,999.9980103,999.997993,999.9981648,999.9983339,999.9981422,999.9980386,999.997771,999.9982721,999.9979011,999.9978177,999.9979365,999.9979719,999.9981934,999.9978712,999.9982644,999.9979311,999.9978634,999.9983049,999.9979249,999.9981951,999.9979037,999.9983397,999.9979257,999.9980331,999.9977871,999.9979595,999.99822,999.9979612,999.9979886,999.9980082
999.9989293,999.9987563,999.9990179,999.9990105,999.9990939,999.998602,999.9986071,999.9987232,999.9986995,999.9991171,999.9987835,999.9989905,999.9990888,999.9988732,999.9987937,999.9989719,999.9989296,999.999047,999.9987048,999.9987762,999.9990415,999.9988095,999.9987408,999.9990334,999.999039,999.9988837,999.9988664,999.9990992,999.9989592,999.9988723,999.9987008,999.9991199,999.99884,999.9990572,999.9986207,999.998949,999.9990954,999.9990408,999.9986052,999.9989449,999.9988017,999.9986552,999.9985553,999.9987023,999.9986011,999.9989624,999.9989383,999.9989897,999.9990821,999.9989479,999.9968922,999.9965266,999.9967558,999.9970896,999.9970534,999.996696,999.9970784,999.9966696,999.9966356,999.9970058,999.9965716,999.9965838,999.9966957,999.9965416,999.996646,999.9966252,999.9971201,999.9966596,999.9969306,999.9965372,999.9968937,999.9968612,999.9966179,999.9969776,999.9968978,999.9971043,999.99664,999.9966042,999.9970621,999.9970795,999.9970481,999.9966999,999.9966975,999.9967667,999.996643,999.9970878,999.9966413,999.9967746,999.9969284,999.9970075,999.996754,999.9965961,999.9969614,999.9965689,999.9970569,999.9965377,999.997114,999.9970219,999.9968992,999.9969274
999.9990957,999.9986276,999.9990188,999.9986404,999.998998,999.9986447,999.9989576,999.9986959,999.9988709,999.9989955,999.9988294,999.9986046,999.9985724,999.9986754,999.9989714,999.9990862,999.99905,999.9985949,999.9989192,999.9991268,999.9985667,999.9989278,999.998637,999.9986055,999.9986719,999.9991044,999.9988036,999.9990188,999.9990409,999.9989593,999.9986158,999.9987148,999.9987683,999.9986353,999.9985877,999.9989889,999.9990391,999.9987205,999.998554,999.9988987,999.9986774,999.9988968,999.9989616,999.9985731,999.9988626,999.9987848,999.9990755,999.998729,999.9986364,999.9990182,999.9950314,999.9954301,999.9950433,999.9954511,999.9953537,999.9952225,999.9952439,999.9949283,999.995001,999.9948688,999.9952712,999.9950496,999.9948648,999.9954162,999.9954394,999.9948969,999.9952247,999.9953216,999.9951673,999.995379,999.9952164,999.9951709,999.9950857,999.9951929,999.9952585,999.995238,999.9953922,999.9953454,999.9950873,999.9953647,999.9954098,999.9952814,999.9948664,999.995105,999.9953137,999.9953233,999.9949627,999.9949714,999.9953176,999.9951055,999.9952814,999.9950926,999.9953048,999.9950834,999.9953378,999.995271,999.9950887,999.9948791,999.9948611,999.9948916
